City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
459,Zhuzhou,CN,2021-10-28 23:16:34,27.8333,113.15,62.73,90,100,2.93,light rain
460,Pachino,IT,2021-10-28 23:16:34,36.7186,15.0907,60.84,90,100,31.63,moderate rain
461,Misratah,LY,2021-10-28 23:16:35,32.3754,15.0925,69.35,68,13,16.51,few clouds
462,Ngunguru,NZ,2021-10-28 23:16:35,-35.6167,174.5,72.16,58,6,6.24,clear sky
463,Shenjiamen,CN,2021-10-28 23:16:35,29.9576,122.298,64.87,63,25,8.05,scattered clouds
464,Byron Bay,AU,2021-10-28 23:14:30,-28.65,153.6167,80.71,76,100,8.28,overcast clouds
465,North Myrtle Beach,US,2021-10-28 23:16:36,33.816,-78.68,71.1,83,90,13.0,overcast clouds
466,Abaza,RU,2021-10-28 23:16:36,52.655,90.0928,26.1,93,18,3.69,few clouds
467,Beloha,MG,2021-10-28 23:16:36,-25.1667,45.05,62.37,68,38,13.09,scattered clouds
468,Issaquah,US,2021-10-28 23:16:37,47.5301,-122.0326,64.15,94,90,4.0,mist
469,Miyang,CN,2021-10-28 23:16:37,24.4042,103.4428,60.24,98,97,3.49,overcast clouds
470,Raudeberg,NO,2021-10-28 23:16:38,61.9875,5.1352,53.2,94,100,10.0,light rain
471,Pensilvania,US,2021-10-28 23:12:54,40.2724,-76.9057,61.63,78,75,4.0,broken clouds
472,Buarcos,PT,2021-10-28 23:16:38,40.166,-8.8768,64.67,96,100,18.95,light rain
473,Touros,BR,2021-10-28 23:16:38,-5.1989,-35.4608,79.7,73,50,17.92,scattered clouds
474,Richards Bay,ZA,2021-10-28 23:16:03,-28.783,32.0377,65.98,73,86,14.07,overcast clouds
475,Bidar,IN,2021-10-28 23:16:39,17.9,77.55,64.74,69,96,7.72,overcast clouds
476,Skjervoy,NO,2021-10-28 23:16:40,70.0311,20.9714,43.79,81,100,10.0,overcast clouds
477,Santa Isabel Do Rio Negro,BR,2021-10-28 23:16:40,-0.4139,-65.0192,74.84,86,87,3.29,overcast clouds
478,Marsh Harbour,BS,2021-10-28 23:16:40,26.5412,-77.0636,81.95,78,90,14.0,overcast clouds
479,Ndago,TZ,2021-10-28 23:16:40,-4.6,34.35,70.41,41,71,11.7,broken clouds
480,Baraboo,US,2021-10-28 23:16:41,43.4711,-89.7443,51.94,92,75,1.99,moderate rain
481,Bima,ID,2021-10-28 23:16:41,-8.4667,118.7167,82.42,76,64,2.35,broken clouds
482,Iwanai,JP,2021-10-28 23:16:42,42.9744,140.5089,49.17,84,89,6.69,overcast clouds
483,Talnakh,RU,2021-10-28 23:16:42,69.4865,88.3972,-7.13,93,95,9.57,overcast clouds
484,Vredendal,ZA,2021-10-28 23:16:42,-31.6683,18.5012,60.62,74,0,5.35,clear sky
485,Neuquen,AR,2021-10-28 23:16:43,-38.9516,-68.0591,82.29,47,20,0.0,few clouds
486,Atbasar,KZ,2021-10-28 23:16:43,51.8,68.3333,32.99,49,91,15.08,overcast clouds
487,Petrivka,UA,2021-10-28 23:16:43,46.9695,30.9591,41.45,73,14,5.86,few clouds
488,Riviere-Au-Renard,CA,2021-10-28 23:16:44,48.9957,-64.3971,44.6,71,15,6.87,few clouds
489,Zhanaozen,KZ,2021-10-28 23:16:44,43.3,52.8,41.63,50,1,12.24,clear sky
490,Batagay-Alyta,RU,2021-10-28 23:16:44,67.8006,130.4114,6.03,92,100,1.39,light snow
491,Lorengau,PG,2021-10-28 23:16:45,-2.0226,147.2712,84.85,69,79,6.4,broken clouds
492,Waitara,NZ,2021-10-28 23:16:45,-38.925,174.25,62.01,86,63,7.9,broken clouds
493,Atambua,ID,2021-10-28 23:16:45,-9.1061,124.8925,80.31,72,99,1.88,overcast clouds
494,Ornskoldsvik,SE,2021-10-28 23:16:46,63.2909,18.7153,41.95,100,75,4.61,fog
495,Ugoofaaru,MV,2021-10-28 23:16:46,5.6667,73.0,80.98,79,90,10.98,overcast clouds
496,Taksimo,RU,2021-10-28 23:16:46,56.3444,114.8794,21.16,74,80,1.83,broken clouds
497,Almeirim,BR,2021-10-28 23:16:47,-1.5233,-52.5817,80.26,68,29,2.55,scattered clouds
498,Pilar,BR,2021-10-28 23:16:47,-9.5972,-35.9567,80.53,90,95,4.36,overcast clouds
499,Iquique,CL,2021-10-28 23:14:01,-20.2208,-70.1431,62.64,75,61,3.04,broken clouds
500,Primero De Enero,CU,2021-10-28 23:16:48,21.9469,-78.4283,84.06,83,100,7.05,overcast clouds
501,Irbeyskoye,RU,2021-10-28 23:16:48,55.6428,95.4522,24.12,61,31,3.89,scattered clouds
502,Ulladulla,AU,2021-10-28 23:16:48,-35.35,150.4667,82.87,41,10,12.53,clear sky
503,Camacha,PT,2021-10-28 23:16:49,33.0833,-16.3333,67.42,78,20,10.36,few clouds
504,Emba,KZ,2021-10-28 23:16:49,48.8264,58.1442,32.36,54,86,8.12,overcast clouds
505,Willmar,US,2021-10-28 23:16:49,45.1219,-95.0433,51.87,76,40,8.05,scattered clouds
506,Fort Saint James,CA,2021-10-28 23:16:50,54.4333,-124.25,40.84,62,100,2.46,overcast clouds
507,Den Helder,NL,2021-10-28 23:14:53,52.9599,4.7593,53.98,84,0,13.0,clear sky
508,Gafanha Da Encarnacao,PT,2021-10-28 23:16:50,40.6181,-8.733,62.89,56,100,17.83,overcast clouds
509,Ust-Maya,RU,2021-10-28 23:16:51,60.4167,134.5333,22.03,95,100,4.14,overcast clouds
510,Manta,EC,2021-10-28 23:16:51,-0.95,-80.7333,76.78,73,40,17.27,scattered clouds
511,Boddam,GB,2021-10-28 23:16:51,57.4667,-1.7833,52.12,94,100,12.77,overcast clouds
512,Saint-Paul,RE,2021-10-28 23:12:52,-21.0096,55.2707,75.31,99,7,1.01,light rain
513,Laela,TZ,2021-10-28 23:16:52,-8.5667,32.05,64.26,62,27,3.13,scattered clouds
514,Oriximina,BR,2021-10-28 23:16:52,-1.7656,-55.8661,82.4,62,30,2.17,scattered clouds
515,San Ramon,US,2021-10-28 23:16:53,37.7799,-121.978,79.21,52,1,1.99,clear sky
516,Padang,ID,2021-10-28 23:12:54,-0.9492,100.3543,78.21,79,100,3.91,overcast clouds
517,Oranjemund,NA,2021-10-28 23:16:53,-28.55,16.4333,58.98,81,0,6.89,clear sky
518,Lardos,GR,2021-10-28 23:16:53,36.0942,28.0157,64.22,64,0,3.62,clear sky
519,Kondinskoye,RU,2021-10-28 23:16:54,59.6481,67.41,34.29,91,100,14.67,overcast clouds
520,High Level,CA,2021-10-28 23:16:54,58.5169,-117.136,44.71,45,75,4.61,broken clouds
521,Isfana,KG,2021-10-28 23:16:54,39.8386,69.5306,34.36,83,81,2.33,broken clouds
522,Balkanabat,TM,2021-10-28 23:16:55,39.5108,54.3671,49.32,54,0,5.48,clear sky
523,Kwinana,AU,2021-10-28 23:16:24,-32.25,115.7667,58.17,71,6,3.0,clear sky
524,San Jose De Buan,PH,2021-10-28 23:16:55,12.0529,125.0251,75.78,97,62,2.66,broken clouds
525,Bardiyah,LY,2021-10-28 23:16:56,31.7561,25.0865,70.45,82,78,8.12,broken clouds
526,Oskarshamn,SE,2021-10-28 23:16:56,57.2645,16.4484,50.81,91,13,8.84,few clouds
527,Wadi Musa,JO,2021-10-28 23:16:56,30.3222,35.4793,63.91,32,52,7.25,broken clouds
528,Yumen,CN,2021-10-28 23:16:56,40.2833,97.2,38.61,39,58,4.65,broken clouds
529,Urusha,RU,2021-10-28 23:16:57,54.05,122.9,31.05,81,100,5.26,overcast clouds
530,Kalmanka,RU,2021-10-28 23:16:57,52.8992,83.5433,25.9,81,92,7.36,overcast clouds
531,Veraval,IN,2021-10-28 23:16:57,20.9,70.3667,78.4,51,47,11.79,scattered clouds
532,Burnie,AU,2021-10-28 23:14:14,-41.0667,145.9167,52.95,86,100,18.1,light rain
533,Faya,SA,2021-10-28 23:16:58,18.3851,42.4509,57.31,59,2,3.31,clear sky
534,Mezen,RU,2021-10-28 23:16:58,65.8522,44.24,23.16,94,100,4.34,overcast clouds
535,Waddan,LY,2021-10-28 23:16:59,29.1614,16.139,68.81,45,80,5.3,broken clouds
536,Topchikha,RU,2021-10-28 23:16:59,52.8192,83.1185,25.38,88,94,8.08,overcast clouds
537,Todos Santos,MX,2021-10-28 23:17:00,23.45,-110.2167,87.12,68,0,5.91,clear sky
538,Guadalupe Y Calvo,MX,2021-10-28 23:17:00,26.1,-106.9667,66.54,37,0,6.17,clear sky
539,Korla,CN,2021-10-28 23:17:01,41.7597,86.1469,46.6,45,40,2.57,scattered clouds
540,Mandurah,AU,2021-10-28 23:17:01,-32.55,115.7,58.15,72,11,10.6,few clouds
541,Kununurra,AU,2021-10-28 23:17:01,-15.7667,128.7333,87.78,58,40,4.61,scattered clouds
542,West Fargo,US,2021-10-28 23:17:02,46.875,-96.9004,51.03,78,20,3.0,few clouds
543,Lavrentiya,RU,2021-10-28 23:16:51,65.5833,-171.0,17.55,82,100,6.85,overcast clouds
544,Canberra,AU,2021-10-28 23:12:48,-35.2835,149.1281,66.74,47,90,3.0,overcast clouds
545,Solone,UA,2021-10-28 23:17:03,48.2081,34.8721,50.05,84,75,7.16,broken clouds
546,Inuvik,CA,2021-10-28 23:16:32,68.3499,-133.7218,27.46,93,75,1.14,broken clouds
547,Vilhena,BR,2021-10-28 23:17:03,-12.7406,-60.1458,77.22,83,20,5.75,few clouds
548,Adre,TD,2021-10-28 23:17:04,13.4667,22.2,75.99,17,67,11.23,broken clouds
549,Nazareno,MX,2021-10-28 23:17:04,25.3833,-103.4167,79.11,12,0,7.52,clear sky
550,Mineiros,BR,2021-10-28 23:14:32,-17.5694,-52.5511,70.57,87,100,6.17,light rain
551,Mwinilunga,ZM,2021-10-28 23:17:05,-11.7358,24.4293,66.34,73,87,0.67,overcast clouds
552,Santa Cruz Cabralia,BR,2021-10-28 23:17:05,-16.2781,-39.0247,75.43,83,40,6.91,scattered clouds
553,Gushi,CN,2021-10-28 23:17:05,34.6425,109.5843,57.04,76,100,4.07,overcast clouds
554,Hyeres,FR,2021-10-28 23:14:10,43.1167,6.1167,62.42,76,0,5.75,clear sky
555,Cheremukhovo,RU,2021-10-28 23:17:06,60.3484,59.9851,22.17,63,61,15.66,broken clouds
556,Takoradi,GH,2021-10-28 23:17:06,4.8845,-1.7554,78.37,86,50,4.25,scattered clouds
557,Madang,PG,2021-10-28 23:17:06,-5.2246,145.7966,80.31,87,98,2.68,overcast clouds
558,Chaah,MY,2021-10-28 23:17:07,2.249,103.048,75.83,95,98,0.54,overcast clouds
559,Felanitx,ES,2021-10-28 23:17:07,39.4696,3.1483,57.13,76,16,3.36,few clouds
560,Wuan,CN,2021-10-28 23:17:07,31.6836,112.0044,58.37,72,74,3.78,broken clouds
561,Vanimo,PG,2021-10-28 23:17:08,-2.6741,141.3028,80.56,84,95,4.52,overcast clouds
562,Kamiiso,JP,2021-10-28 23:17:08,41.8167,140.65,53.98,66,20,8.05,few clouds
563,Paamiut,GL,2021-10-28 23:17:08,61.994,-49.6678,33.57,74,100,15.21,overcast clouds
564,Alma,CA,2021-10-28 23:17:09,48.5501,-71.6491,41.11,78,0,1.28,clear sky
565,Mayo,US,2021-10-28 23:17:09,38.8876,-76.5119,63.55,81,90,4.0,overcast clouds
566,Povenets,RU,2021-10-28 23:17:09,62.8487,34.8262,37.56,87,100,15.99,light rain
567,Ixtapa,MX,2021-10-28 23:15:33,20.7,-105.2,85.23,70,20,10.36,few clouds
568,Gigmoto,PH,2021-10-28 23:17:10,13.7796,124.39,80.4,81,50,13.62,scattered clouds
569,Jaguaruana,BR,2021-10-28 23:17:10,-4.8339,-37.7811,84.29,74,36,10.87,scattered clouds
570,Jumla,NP,2021-10-28 23:17:11,29.2747,82.1838,42.75,64,0,4.52,clear sky
571,Sunndalsora,NO,2021-10-28 23:17:11,62.6754,8.5515,48.85,95,100,6.33,light rain
572,Ostuacan,MX,2021-10-28 23:17:11,17.4167,-93.3,75.65,91,52,5.68,broken clouds
573,Gerash,IR,2021-10-28 23:17:12,27.6652,54.1371,66.52,70,95,1.25,overcast clouds
574,Mafeteng,LS,2021-10-28 23:17:12,-29.823,27.2374,56.34,84,100,12.1,light rain
575,Sisimiut,GL,2021-10-28 23:17:12,66.9395,-53.6735,27.88,96,100,12.1,light snow
576,Ilaya,PH,2021-10-28 23:17:12,5.8153,125.2267,80.89,73,20,4.79,few clouds
577,Jundia,BR,2021-10-28 23:17:13,-8.9347,-35.5736,80.42,91,89,3.22,overcast clouds
578,Sungurlu,TR,2021-10-28 23:17:13,40.1675,34.3739,46.72,77,63,4.81,broken clouds
579,Puerto Baquerizo Moreno,EC,2021-10-28 23:17:14,-0.9,-89.6,69.85,87,46,12.59,scattered clouds
580,Porto Novo,BJ,2021-10-28 23:17:14,6.4965,2.6036,77.76,83,12,3.31,few clouds
581,Prado,BR,2021-10-28 23:17:14,-17.3411,-39.2208,73.9,80,20,9.13,few clouds
582,Angoche,MZ,2021-10-28 23:17:15,-16.2325,39.9086,75.13,67,16,16.64,light rain
583,Yanji,CN,2021-10-28 23:17:15,42.9075,129.5078,39.0,67,0,0.81,clear sky
584,Daru,PG,2021-10-28 23:17:15,-9.0763,143.2092,82.56,76,100,11.9,overcast clouds
585,At-Bashi,KG,2021-10-28 23:17:16,41.1702,75.8106,35.94,68,100,2.64,overcast clouds
586,Sao Joao Da Barra,BR,2021-10-28 23:17:16,-21.6403,-41.0511,73.18,87,79,9.98,broken clouds
587,Port-Gentil,GA,2021-10-28 23:17:16,-0.7193,8.7815,78.85,85,98,11.39,light rain
588,Tanda,IN,2021-10-28 23:17:17,26.55,82.65,65.91,67,0,4.68,clear sky
589,Whitecourt,CA,2021-10-28 23:17:17,54.1502,-115.6855,43.84,42,90,0.0,overcast clouds
590,Nantucket,US,2021-10-28 23:12:21,41.2835,-70.0995,52.97,78,100,23.85,overcast clouds
591,Xiaoyi,CN,2021-10-28 23:17:17,34.6178,109.703,57.27,76,100,3.62,overcast clouds
592,Tres Arroyos,AR,2021-10-28 23:17:18,-38.3739,-60.2798,79.61,48,84,14.83,broken clouds
593,Tsevie,TG,2021-10-28 23:17:18,6.4261,1.2133,75.88,88,28,3.04,scattered clouds
594,Bangassou,CF,2021-10-28 23:17:18,4.7413,22.8184,69.94,98,100,1.68,overcast clouds
595,Herat,AF,2021-10-28 23:17:19,34.5,62.0,45.18,62,7,5.59,clear sky
596,Bilibino,RU,2021-10-28 23:17:19,68.0546,166.4372,-17.64,95,14,3.18,few clouds
597,Fare,PF,2021-10-28 23:17:20,-16.7,-151.0167,79.18,78,39,10.38,moderate rain
598,Sorong,ID,2021-10-28 23:17:20,-0.8833,131.25,81.72,81,94,10.38,overcast clouds
599,Matara,LK,2021-10-28 23:17:20,5.9485,80.5353,75.0,96,100,4.27,overcast clouds
600,Longyearbyen,SJ,2021-10-28 23:17:21,78.2186,15.6401,17.44,79,0,6.91,clear sky
601,Tiarei,PF,2021-10-28 23:17:21,-17.5333,-149.3333,73.42,81,66,12.12,light rain
602,Aquiraz,BR,2021-10-28 23:17:21,-3.9014,-38.3911,82.49,77,6,12.28,clear sky
603,Oulainen,FI,2021-10-28 23:17:22,64.2667,24.8,46.26,98,100,5.79,overcast clouds
604,Altay,CN,2021-10-28 23:17:22,47.8667,88.1167,35.35,63,76,5.59,broken clouds
605,Mchinji,MW,2021-10-28 23:17:22,-13.7984,32.8802,62.55,64,7,5.17,clear sky
606,Rio Grande,BR,2021-10-28 23:12:43,-32.035,-52.0986,70.95,88,0,14.23,light rain
607,Pizarro,CO,2021-10-28 23:17:23,4.9533,-77.366,79.16,86,45,7.0,light rain
608,Umea,SE,2021-10-28 23:15:05,63.8284,20.2597,39.13,100,90,2.3,overcast clouds
609,Gander,CA,2021-10-28 23:17:24,48.9682,-54.5906,35.73,93,90,17.0,light intensity drizzle
610,Sangar,RU,2021-10-28 23:17:24,63.9242,127.4739,19.02,95,100,7.27,light snow
611,Biltine,TD,2021-10-28 23:17:24,14.5333,20.9167,81.36,16,60,6.89,broken clouds
612,Fort-Shevchenko,KZ,2021-10-28 23:17:25,44.5086,50.263,54.3,83,97,20.92,overcast clouds
613,Lima,PE,2021-10-28 23:17:25,-12.0432,-77.0282,68.9,72,40,12.66,scattered clouds
614,Pula,HR,2021-10-28 23:17:26,44.8683,13.8481,52.66,81,0,4.61,clear sky
615,Kulhudhuffushi,MV,2021-10-28 23:17:26,6.6221,73.07,80.69,77,68,10.18,broken clouds
616,College,US,2021-10-28 23:13:12,64.8569,-147.8028,26.55,88,75,3.44,broken clouds
617,Greytown,ZA,2021-10-28 23:17:26,-29.0642,30.5928,55.42,87,100,3.22,overcast clouds
618,Kimbe,PG,2021-10-28 23:13:23,-5.5502,150.1429,86.97,64,82,1.5,broken clouds
619,Farmington,US,2021-10-28 23:17:27,36.7281,-108.2187,67.21,31,1,26.46,clear sky
620,Ketchikan,US,2021-10-28 23:17:27,55.3422,-131.6461,43.27,81,75,5.75,light rain
621,Kaeo,NZ,2021-10-28 23:17:28,-35.1,173.7833,72.32,63,20,11.16,few clouds
622,Luau,AO,2021-10-28 23:17:28,-10.7073,22.2247,64.56,93,100,1.74,light rain
623,Burgeo,CA,2021-10-28 23:15:27,47.6167,-57.6152,40.05,77,100,25.68,overcast clouds
624,Fairbanks,US,2021-10-28 23:12:37,64.8378,-147.7164,29.23,88,75,0.0,broken clouds
625,Baykit,RU,2021-10-28 23:17:29,61.67,96.37,12.42,98,98,3.06,overcast clouds
626,Monte Patria,CL,2021-10-28 23:17:29,-30.6919,-70.9467,76.53,38,71,4.7,broken clouds
627,Chernyshevsk,RU,2021-10-28 23:17:29,52.5243,117.0174,33.75,69,91,4.5,overcast clouds
628,Puerto Del Rosario,ES,2021-10-28 23:17:30,28.5004,-13.8627,69.55,73,18,6.91,few clouds
629,Mae Sai,TH,2021-10-28 23:17:30,20.4335,99.8762,72.72,90,100,1.57,overcast clouds
630,Hammerfest,NO,2021-10-28 23:17:30,70.6634,23.6821,37.85,81,75,12.66,broken clouds
631,Aleksandrovskiy Zavod,RU,2021-10-28 23:17:31,50.9237,117.9374,31.06,81,28,3.91,scattered clouds
632,Hazorasp,UZ,2021-10-28 23:17:31,41.3194,61.0742,30.04,45,0,5.57,clear sky
633,Seybaplaya,MX,2021-10-28 23:17:31,19.65,-90.6667,81.86,74,94,13.33,overcast clouds
634,Khasan,RU,2021-10-28 23:17:32,42.4308,130.6434,44.55,58,0,4.9,clear sky
635,Tobol,KZ,2021-10-28 23:17:32,52.6844,62.5794,36.45,69,100,14.63,overcast clouds
636,Stornoway,GB,2021-10-28 23:17:18,58.2093,-6.3865,52.93,87,34,12.66,scattered clouds
637,Milazzo,IT,2021-10-28 23:17:33,38.2212,15.2383,66.18,78,100,3.0,overcast clouds
638,Bogorodskoye,RU,2021-10-28 23:17:33,56.55,37.8833,39.4,94,100,0.72,overcast clouds
639,Namatanai,PG,2021-10-28 23:13:27,-3.6667,152.4333,85.6,66,97,5.08,overcast clouds
640,Juneau,US,2021-10-28 23:15:16,58.3019,-134.4197,43.21,89,90,5.75,light rain
641,Alice Springs,AU,2021-10-28 23:17:33,-23.7,133.8833,74.75,17,61,18.41,broken clouds
642,Koshurnikovo,RU,2021-10-28 23:17:34,54.1667,93.3,23.43,66,8,2.91,clear sky
643,Presidente Medici,BR,2021-10-28 23:13:26,-11.1753,-61.9014,76.33,87,82,2.33,light rain
644,Tabuk,PH,2021-10-28 23:17:34,17.4189,121.4443,72.59,86,37,1.66,scattered clouds
645,Coquimbo,CL,2021-10-28 23:13:03,-29.9533,-71.3436,55.13,94,75,6.91,broken clouds
646,Tabou,CI,2021-10-28 23:17:35,4.423,-7.3528,78.08,85,93,4.9,overcast clouds
647,Pontes E Lacerda,BR,2021-10-28 23:17:35,-15.2261,-59.3353,73.2,90,98,3.27,light rain
648,Nyurba,RU,2021-10-28 23:17:35,63.2842,118.3319,20.82,88,100,12.64,light snow
649,Caramay,PH,2021-10-28 23:17:36,10.1815,119.236,78.82,87,99,4.83,light rain
650,Egvekinot,RU,2021-10-28 23:12:55,66.3167,-179.1667,1.42,93,97,1.03,overcast clouds
651,Dongying,CN,2021-10-28 23:17:36,37.4564,118.4856,56.32,51,36,2.24,scattered clouds
652,Okha,RU,2021-10-28 23:17:36,53.5739,142.9478,35.28,86,14,4.16,few clouds
653,Nemours,FR,2021-10-28 23:17:37,48.2751,2.6908,54.79,75,1,9.95,clear sky
654,Abriaqui,CO,2021-10-28 23:17:37,6.6315,-76.0644,59.27,96,76,2.89,broken clouds
655,Kirakira,SB,2021-10-28 23:17:37,-10.4544,161.9205,87.13,66,36,10.98,scattered clouds
656,Samut Sakhon,TH,2021-10-28 23:17:38,13.5833,100.3,80.02,86,99,4.63,overcast clouds
657,Half Moon Bay,US,2021-10-28 23:17:38,37.4636,-122.4286,80.78,54,1,3.0,clear sky
658,Boa Vista,BR,2021-10-28 23:17:39,2.8197,-60.6733,82.38,74,20,9.22,few clouds
659,San Policarpo,PH,2021-10-28 23:17:39,12.1791,125.5072,80.42,81,98,6.35,overcast clouds
660,Ayan,RU,2021-10-28 23:17:39,56.45,138.1667,38.37,61,99,3.15,overcast clouds
661,Walvis Bay,NA,2021-10-28 23:17:40,-22.9575,14.5053,60.1,88,58,3.44,broken clouds
662,Mana,GF,2021-10-28 23:17:40,5.6592,-53.7767,78.82,87,92,8.9,light rain
663,Nouakchott,MR,2021-10-28 23:17:40,18.0858,-15.9785,80.53,68,100,17.56,overcast clouds
664,Kloulklubed,PW,2021-10-28 23:17:41,7.0419,134.2556,84.7,69,72,15.59,broken clouds
665,Bonito Oriental,HN,2021-10-28 23:17:41,15.7477,-85.7356,87.42,71,59,1.74,broken clouds
666,Namibe,AO,2021-10-28 23:17:41,-15.1961,12.1522,66.85,68,32,5.77,scattered clouds
667,Prachin Buri,TH,2021-10-28 23:17:42,14.0833,101.6667,72.93,96,66,3.29,broken clouds
668,Soyo,AO,2021-10-28 23:17:42,-6.1349,12.3689,76.66,80,23,8.01,few clouds
669,Ucluelet,CA,2021-10-28 23:15:27,48.9329,-125.5528,51.1,89,100,6.33,overcast clouds
670,Altinho,BR,2021-10-28 23:17:43,-8.4897,-36.0594,68.34,94,100,6.33,overcast clouds
671,Nouadhibou,MR,2021-10-28 23:17:43,20.931,-17.0347,69.78,64,6,12.66,clear sky
672,Port Hardy,CA,2021-10-28 23:15:27,50.6996,-127.4199,48.38,87,75,5.75,light intensity shower rain
673,Luba,GQ,2021-10-28 23:17:43,3.4568,8.5547,78.69,86,52,4.27,light rain
674,Shahr-E Kord,IR,2021-10-28 23:17:44,32.3256,50.8644,29.97,37,0,2.3,clear sky
675,Sambava,MG,2021-10-28 23:17:44,-14.2667,50.1667,73.85,85,61,4.81,broken clouds
676,Zapolyarnyy,RU,2021-10-28 23:13:51,69.4154,30.8136,29.48,96,100,12.5,light snow
677,Fairfield,US,2021-10-28 23:13:35,41.2668,-73.3162,54.64,81,90,4.61,overcast clouds
678,Brandenburg,DE,2021-10-28 23:17:45,52.4167,12.55,48.99,76,29,7.29,scattered clouds
679,Rozkishne,UA,2021-10-28 23:17:45,48.5074,39.3004,49.51,84,99,8.32,overcast clouds
680,Itaperucu,BR,2021-10-28 23:17:45,-25.22,-49.3478,62.8,98,99,3.15,overcast clouds
681,Presidencia Roque Saenz Pena,AR,2021-10-28 23:17:46,-26.7852,-60.4388,82.83,29,0,7.27,clear sky
682,Kalaleh,IR,2021-10-28 23:17:46,37.3807,55.4916,53.19,36,0,3.69,clear sky
683,Nehe,CN,2021-10-28 23:17:46,48.4833,124.8333,37.58,65,5,8.05,clear sky
684,Zaysan,KZ,2021-10-28 23:17:47,47.4667,84.8667,44.58,80,91,0.94,overcast clouds
685,San Jose,US,2021-10-28 23:15:59,37.3394,-121.895,81.09,53,1,8.05,clear sky
686,Lufilufi,WS,2021-10-28 23:17:47,-13.8745,-171.5986,83.98,73,74,19.22,broken clouds
687,Pangnirtung,CA,2021-10-28 23:17:48,66.1451,-65.7125,30.15,99,100,3.09,snow
